"","year","month","region","sal","X2","WY","month_f","region_f","wy_f","X2_z","X2_z_quad"
"1",1994,1,"Confluence",1.46558203916835,77.1572476141936,1994,"1","Confluence","1994",0.210520667336438,0.0443189513757791
"2",1994,1,"East Delta",0.104217216551822,77.1572476141936,1994,"1","East Delta","1994",0.210520667336438,0.0443189513757791
"3",1994,1,"Lower Sacramento River",0.387878158043454,77.1572476141936,1994,"1","Lower Sacramento River","1994",0.210520667336438,0.0443189513757791
"4",1994,1,"Lower San Joaquin River",0.204137301768625,77.1572476141936,1994,"1","Lower San Joaquin River","1994",0.210520667336438,0.0443189513757791
"5",1994,1,"NE Suisun",5.9269207459263,77.1572476141936,1994,"1","NE Suisun","1994",0.210520667336438,0.0443189513757791
"6",1994,1,"NW Suisun",7.67761445528416,77.1572476141936,1994,"1","NW Suisun","1994",0.210520667336438,0.0443189513757791
"7",1994,1,"SE Suisun",7.40330080726773,77.1572476141936,1994,"1","SE Suisun","1994",0.210520667336438,0.0443189513757791
"8",1994,1,"SW Suisun",17.3250500418027,77.1572476141936,1994,"1","SW Suisun","1994",0.210520667336438,0.0443189513757791
"9",1994,1,"Sacramento River",0.0931626345370326,77.1572476141936,1994,"1","Sacramento River","1994",0.210520667336438,0.0443189513757791
"10",1994,1,"South Delta",0.218733465895592,77.1572476141936,1994,"1","South Delta","1994",0.210520667336438,0.0443189513757791
"11",1994,1,"Suisun Marsh",2.99410376826584,77.1572476141936,1994,"1","Suisun Marsh","1994",0.210520667336438,0.0443189513757791
